,ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME,PROGRAM,LOCATION,SWIM SEC,T1 SEC,BIKE SEC,T2 SEC,RUN SEC,TOTAL TIME SEC,ATHLETE
446,Andrea,Hewitt,NZL,4,0:09:46,0:00:40,0:32:35,0:00:22,0:16:33,6,0:59:52,Elite Women,Hamburg,586,40,1955,22,993,3592,Andrea Hewitt
447,Renee,Tomlin,USA,18,0:09:41,0:00:38,0:32:40,0:00:27,0:16:41,7,1:00:03,Elite Women,Hamburg,581,38,1960,27,1001,3603,Renee Tomlin
448,Kirsten,Kasper,USA,1,0:09:17,0:00:38,0:32:50,0:00:21,0:17:03,9,1:00:05,Elite Women,Hamburg,557,38,1970,21,1023,3605,Kirsten Kasper
449,Charlotte,McShane,AUS,6,0:09:33,0:00:40,0:32:48,0:00:22,0:16:46,8,1:00:05,Elite Women,Hamburg,573,40,1968,22,1006,3605,Charlotte McShane
450,Rachel,Klamer,NED,15,0:09:36,0:00:46,0:32:38,0:00:24,0:16:44,10,1:00:06,Elite Women,Hamburg,576,46,1958,24,1004,3606,Rachel Klamer
451,Sophie,Coldwell,GBR,22,0:09:32,0:00:39,0:32:47,0:00:21,0:16:55,11,1:00:10,Elite Women,Hamburg,572,39,1967,21,1015,3610,Sophie Coldwell
452,Yuko,Takahashi,JPN,9,0:09:35,0:00:43,0:32:43,0:00:22,0:17:02,12,1:00:22,Elite Women,Hamburg,575,43,1963,22,1022,3622,Yuko Takahashi
453,Taylor,Spivey,USA,7,0:09:29,0:00:42,0:32:54,0:00:22,0:17:04,13,1:00:26,Elite Women,Hamburg,569,42,1974,22,1024,3626,Taylor Spivey
454,Lucy,Hall,GBR,28,0:09:47,0:00:41,0:32:32,0:00:25,0:17:08,14,1:00:28,Elite Women,Hamburg,587,41,1952,25,1028,3628,Lucy Hall
455,Gillian,Sanders,RSA,23,0:09:47,0:00:44,0:32:32,0:00:22,0:17:10,15,1:00:31,Elite Women,Hamburg,587,44,1952,22,1030,3631,Gillian Sanders
456,Emma,Jeffcoat,AUS,27,0:09:32,0:00:44,0:32:42,0:00:22,0:17:17,16,1:00:34,Elite Women,Hamburg,572,44,1962,22,1037,3634,Emma Jeffcoat
457,Jessica,Learmonth,GBR,12,0:09:22,0:00:38,0:32:47,0:00:23,0:17:32,17,1:00:36,Elite Women,Hamburg,562,38,1967,23,1052,3636,Jessica Learmonth
458,Lisa,Perterer,AUT,14,0:09:39,0:00:43,0:32:38,0:00:24,0:17:21,18,1:00:41,Elite Women,Hamburg,579,43,1958,24,1041,3641,Lisa Perterer
459,Carolina,Routier,ESP,35,0:09:16,0:00:39,0:33:06,0:00:26,0:17:30,19,1:00:53,Elite Women,Hamburg,556,39,1986,26,1050,3653,Carolina Routier
460,Ilaria,Zane,ITA,41,0:09:35,0:00:41,0:32:48,0:00:22,0:17:31,20,1:00:53,Elite Women,Hamburg,575,41,1968,22,1051,3653,Ilaria Zane
461,Claire,Michel,BEL,25,0:09:45,0:00:46,0:33:24,0:00:24,0:16:40,21,1:00:55,Elite Women,Hamburg,585,46,2004,24,1000,3655,Claire Michel
462,Natalie,Van Coevorden,AUS,16,0:09:20,0:00:43,0:33:01,0:00:25,0:17:33,22,1:00:57,Elite Women,Hamburg,560,43,1981,25,1053,3657,Natalie Van Coevorden
463,Pamella,Oliveira,BRA,61,0:09:23,0:00:43,0:32:58,0:00:22,0:18:01,23,1:01:23,Elite Women,Hamburg,563,43,1978,22,1081,3683,Pamella Oliveira
464,Sara,Vilic,AUT,20,0:09:44,0:00:45,0:32:35,0:00:24,0:18:02,24,1:01:25,Elite Women,Hamburg,584,45,1955,24,1082,3685,Sara Vilic
465,Zsanett,Bragmayer,HUN,59,0:09:34,0:00:40,0:32:48,0:00:22,0:18:13,25,1:01:34,Elite Women,Hamburg,574,40,1968,22,1093,3694,Zsanett Bragmayer
466,India,Lee,GBR,26,0:09:36,0:00:43,0:33:37,0:00:24,0:17:26,26,1:01:43,Elite Women,Hamburg,576,43,2017,24,1046,3703,India Lee
467,Maya,Kingma,NED,31,0:09:24,0:00:49,0:32:49,0:00:26,0:18:24,27,1:01:46,Elite Women,Hamburg,564,49,1969,26,1104,3706,Maya Kingma
468,Yuka,Sato,JPN,19,0:09:28,0:00:40,0:34:26,0:00:25,0:16:51,28,1:01:47,Elite Women,Hamburg,568,40,2066,25,1011,3707,Yuka Sato
469,Summer,Cook,USA,17,0:09:26,0:00:43,0:34:27,0:00:25,0:16:56,29,1:01:53,Elite Women,Hamburg,566,43,2067,25,1016,3713,Summer Cook
470,Ines,Santiago,ESP,57,0:09:36,0:00:40,0:33:41,0:00:24,0:17:37,30,1:01:54,Elite Women,Hamburg,576,40,2021,24,1057,3714,Ines Santiago
471,Georgia,Taylor-Brown,GBR,51,0:09:39,0:00:44,0:33:34,0:00:27,0:17:37,31,1:01:56,Elite Women,Hamburg,579,44,2014,27,1057,3716,Georgia Taylor-Brown
472,Chelsea,Burns,USA,62,0:09:49,0:00:43,0:33:24,0:00:36,0:17:35,32,1:02:03,Elite Women,Hamburg,589,43,2004,36,1055,3723,Chelsea Burns
473,Vittoria,Lopes,BRA,56,0:09:15,0:00:43,0:33:02,0:00:25,0:18:44,33,1:02:05,Elite Women,Hamburg,555,43,1982,25,1124,3725,Vittoria Lopes
474,Anna,Godoy Contreras,ESP,45,0:09:35,0:00:40,0:34:21,0:00:25,0:17:24,34,1:02:21,Elite Women,Hamburg,575,40,2061,25,1044,3741,Anna Godoy Contreras
475,Joanna,Brown,CAN,34,0:09:33,0:00:48,0:34:00,0:00:25,0:17:44,35,1:02:25,Elite Women,Hamburg,573,48,2040,25,1064,3745,Joanna Brown
476,Anastasia,Abrosimova,RUS,30,0:09:32,0:00:41,0:34:21,0:00:23,0:17:39,36,1:02:34,Elite Women,Hamburg,572,41,2061,23,1059,3754,Anastasia Abrosimova
477,Melanie,Santos,POR,50,0:09:38,0:00:46,0:33:31,0:00:25,0:18:24,37,1:02:41,Elite Women,Hamburg,578,46,2011,25,1104,3761,Melanie Santos
478,Kaidi,Kivioja,EST,32,0:10:03,0:00:44,0:34:21,0:00:21,0:17:23,38,1:02:47,Elite Women,Hamburg,603,44,2061,21,1043,3767,Kaidi Kivioja
479,Elena,Danilova,RUS,36,0:09:55,0:00:40,0:34:33,0:00:24,0:17:44,39,1:03:13,Elite Women,Hamburg,595,40,2073,24,1064,3793,Elena Danilova
480,Sena,Takahashi,JPN,44,0:10:00,0:00:46,0:34:54,0:00:27,0:17:19,40,1:03:23,Elite Women,Hamburg,600,46,2094,27,1039,3803,Sena Takahashi
481,Anastasia,Gorbunova,RUS,38,0:09:25,0:00:50,0:34:17,0:00:24,0:18:38,41,1:03:31,Elite Women,Hamburg,565,50,2057,24,1118,3811,Anastasia Gorbunova
482,Beatriz,Neres,BRA,54,0:10:10,0:00:56,0:34:53,0:00:23,0:17:14,42,1:03:31,Elite Women,Hamburg,610,56,2093,23,1034,3811,Beatriz Neres
483,Deborah,Lynch,NZL,43,0:09:42,0:00:38,0:34:14,0:00:22,0:18:43,43,1:03:35,Elite Women,Hamburg,582,38,2054,22,1123,3815,Deborah Lynch
484,Anel,Radford,RSA,49,0:09:26,0:00:47,0:34:20,0:00:26,0:18:40,44,1:03:36,Elite Women,Hamburg,566,47,2060,26,1120,3816,Anel Radford
485,Alessia,Orla,ITA,48,0:09:47,0:00:40,0:34:40,0:00:25,0:18:34,45,1:04:02,Elite Women,Hamburg,587,40,2080,25,1114,3842,Alessia Orla
486,Vanesa,De La Torre,MEX,40,0:09:44,0:00:44,0:35:13,0:00:21,0:18:12,46,1:04:09,Elite Women,Hamburg,584,44,2113,21,1092,3849,Vanesa De La Torre
487,Kirsten,Nuyes,NED,53,0:10:00,0:00:46,0:34:21,0:00:22,0:18:55,47,1:04:20,Elite Women,Hamburg,600,46,2061,22,1135,3860,Kirsten Nuyes
488,Yurie,Matsuda,JPN,29,0:09:54,0:00:43,0:35:22,0:00:22,0:18:25,48,1:04:41,Elite Women,Hamburg,594,43,2122,22,1105,3881,Yurie Matsuda
489,Adriana,Barraza,MEX,42,0:09:49,0:00:46,0:35:09,0:00:23,0:18:49,49,1:04:50,Elite Women,Hamburg,589,46,2109,23,1129,3890,Adriana Barraza
490,Lisa,Berger,SUI,39,0:10:06,0:00:48,0:35:04,0:00:23,0:18:38,50,1:04:55,Elite Women,Hamburg,606,48,2104,23,1118,3895,Lisa Berger
491,Juri,Ide,JPN,10,0:09:36,0:00:42,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Hamburg,576,42,0,0,0,0,Juri Ide
492,Vendula,Frintova,CZE,11,0:09:33,0:00:42,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Hamburg,573,42,0,0,0,0,Vendula Frintova
493,Rebecca,Spence,NZL,24,0:10:06,0:00:48,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Hamburg,606,48,0,0,0,0,Rebecca Spence
494,Zsófia,Kovács,HUN,37,0:09:41,0:00:44,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Hamburg,581,44,0,0,0,0,Zsófia Kovács
495,Carlyn,Fischer,RSA,46,0:10:04,0:00:44,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Hamburg,604,44,0,0,0,0,Carlyn Fischer
496,Michelle,Flipo,ITU,47,0:09:52,0:00:43,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Hamburg,592,43,0,0,0,0,Michelle Flipo
497,Julia,Hauser,AUT,52,0:10:11,0:00:57,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Hamburg,611,57,0,0,0,0,Julia Hauser
498,Kseniia,Levkovska,AZE,55,0:09:37,0:00:49,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Hamburg,577,49,0,0,0,0,Kseniia Levkovska
499,Cassandre,Beaugrand,FRA,58,0:09:21,0:00:39,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Hamburg,561,39,0,0,0,0,Cassandre Beaugrand
500,Alice,Betto,ITA,8,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Hamburg,0,0,0,0,0,0,Alice Betto
501,Emma Kathryn,Mackie,AUS,,,,,,,,,NF Medicals,Hamburg,0,0,0,0,0,0,Emma Kathryn Mackie
502,Rick,Van Riemsdijk,GER,,,,,,,,,NF Medicals,Hamburg,0,0,0,0,0,0,Rick Van Riemsdijk
503,Victor,Carapelho,USA,,,,,,,,,NF Medicals,Hamburg,0,0,0,0,0,0,Victor Carapelho
504,Jose,Miota Ibarra,ITA,,,,,,,,,NF Medicals,Hamburg,0,0,0,0,0,0,Jose Miota Ibarra
505,Emma,Deakin,GBR,,,,,,,,,NF Medicals,Hamburg,0,0,0,0,0,0,Emma Deakin
506,Edwin,Meulenberg,NED,,,,,,,,,NF Medicals,Hamburg,0,0,0,0,0,0,Edwin Meulenberg
507,Valentina,Ridel,RUS,,,,,,,,,NF Medicals,Hamburg,0,0,0,0,0,0,Valentina Ridel
508,Danya,Douglas-Hunt,CAN,,,,,,,,,NF Medicals,Hamburg,0,0,0,0,0,0,Danya Douglas-Hunt
509,Alistair,Brownlee,GBR,28,0:16:38,0:01:04,0:57:23,0:00:25,0:31:23,1,1:46:51,Elite Men,Leeds,998,64,3443,25,1883,6411,Alistair Brownlee
510,Jonathan,Brownlee,GBR,26,0:16:34,0:01:06,0:57:26,0:00:25,0:31:35,2,1:47:03,Elite Men,Leeds,994,66,3446,25,1895,6423,Jonathan Brownlee
511,Fernando,Alarza,ESP,1,0:16:47,0:01:05,0:58:29,0:00:25,0:30:44,3,1:47:28,Elite Men,Leeds,1007,65,3509,25,1844,6448,Fernando Alarza
512,Adam,Bowden,GBR,19,0:16:44,0:01:07,0:58:29,0:00:25,0:30:57,4,1:47:41,Elite Men,Leeds,1004,67,3509,25,1857,6461,Adam Bowden
513,Thomas,Bishop,GBR,3,0:16:52,0:01:08,0:58:20,0:00:26,0:31:06,5,1:47:50,Elite Men,Leeds,1012,68,3500,26,1866,6470,Thomas Bishop
514,Kristian,Blummenfelt,NOR,5,0:16:47,0:01:04,0:58:27,0:00:25,0:31:26,6,1:48:06,Elite Men,Leeds,1007,64,3507,25,1886,6486,Kristian Blummenfelt
515,Joao,Silva,POR,18,0:16:52,0:01:02,0:58:28,0:00:27,0:32:11,7,1:48:58,Elite Men,Leeds,1012,62,3508,27,1931,6538,Joao Silva
516,Pierre,Le Corre,FRA,29,0:16:34,0:01:05,0:58:41,0:00:26,0:32:14,8,1:48:58,Elite Men,Leeds,994,65,3521,26,1934,6538,Pierre Le Corre
517,Vicente,Hernandez,ESP,11,0:16:55,0:01:06,0:58:19,0:00:28,0:32:17,9,1:49:04,Elite Men,Leeds,1015,66,3499,28,1937,6544,Vicente Hernandez
518,Vincent,Luis,FRA,6,0:16:53,0:01:05,0:58:21,0:00:27,0:32:28,10,1:49:12,Elite Men,Leeds,1013,65,3501,27,1948,6552,Vincent Luis
519,Richard,Varga,SVK,14,0:16:33,0:01:10,0:58:38,0:00:26,0:32:34,11,1:49:19,Elite Men,Leeds,993,70,3518,26,1954,6559,Richard Varga
520,Aaron,Royle,AUS,27,0:16:40,0:01:06,0:58:33,0:00:25,0:32:46,12,1:49:28,Elite Men,Leeds,1000,66,3513,25,1966,6568,Aaron Royle
521,Marc,Austin,GBR,16,0:16:47,0:01:10,0:58:26,0:00:25,0:32:53,13,1:49:39,Elite Men,Leeds,1007,70,3506,25,1973,6579,Marc Austin
522,Jonas,Schomburg,ITU,31,0:16:50,0:01:03,0:58:29,0:00:24,0:33:06,14,1:49:50,Elite Men,Leeds,1010,63,3509,24,1986,6590,Jonas Schomburg
523,Dorian,Coninx,FRA,33,0:16:55,0:01:07,0:58:16,0:00:23,0:33:24,15,1:50:04,Elite Men,Leeds,1015,67,3496,23,2004,6604,Dorian Coninx
524,Crisanto,Grajales,MEX,7,0:17:15,0:01:08,0:59:23,0:00:28,0:32:00,16,1:50:12,Elite Men,Leeds,1035,68,3563,28,1920,6612,Crisanto Grajales
525,Aurelien,Raphael,FRA,30,0:16:36,0:01:04,0:58:42,0:00:25,0:33:30,17,1:50:16,Elite Men,Leeds,996,64,3522,25,2010,6616,Aurelien Raphael
526,Antonio,Serrat Seoane,ESP,36,0:17:13,0:01:07,0:59:29,0:00:26,0:32:11,18,1:50:24,Elite Men,Leeds,1033,67,3569,26,1931,6624,Antonio Serrat Seoane
527,Henrik,Goesch,FIN,24,0:17:13,0:01:09,0:59:18,0:00:29,0:32:43,19,1:50:50,Elite Men,Leeds,1033,69,3558,29,1963,6650,Henrik Goesch
528,Declan,Wilson,AUS,15,0:16:57,0:01:05,0:58:16,0:00:24,0:34:25,20,1:51:05,Elite Men,Leeds,1017,65,3496,24,2065,6665,Declan Wilson
529,Jan,Celustka,CZE,39,0:17:14,0:01:08,0:59:13,0:00:27,0:33:33,21,1:51:33,Elite Men,Leeds,1034,68,3553,27,2013,6693,Jan Celustka
530,Christophe,De Keyser,BEL,20,0:17:17,0:01:11,0:59:12,0:00:24,0:33:36,22,1:51:37,Elite Men,Leeds,1037,71,3552,24,2016,6697,Christophe De Keyser
531,Russell,White,IRL,38,0:16:49,0:01:03,0:59:46,0:00:27,0:33:49,23,1:51:52,Elite Men,Leeds,1009,63,3586,27,2029,6712,Russell White
532,Andreas,Schilling,DEN,8,0:16:52,0:01:08,0:59:35,0:00:28,0:33:58,24,1:51:58,Elite Men,Leeds,1012,68,3575,28,2038,6718,Andreas Schilling
533,Miguel,Arraiolos,POR,25,0:17:48,0:01:08,1:00:24,0:00:24,0:32:29,25,1:52:10,Elite Men,Leeds,1068,68,3624,24,1949,6730,Miguel Arraiolos
534,Peter,Denteneer,BEL,43,0:16:43,0:01:07,0:59:50,0:00:25,0:34:13,26,1:52:16,Elite Men,Leeds,1003,67,3590,25,2053,6736,Peter Denteneer
535,Jason,West,USA,40,0:18:05,0:01:14,1:00:04,0:00:29,0:32:59,27,1:52:48,Elite Men,Leeds,1085,74,3604,29,1979,6768,Jason West
536,Gordon,Benson,GBR,12,0:17:10,0:01:09,0:59:16,0:00:30,0:34:49,28,1:52:52,Elite Men,Leeds,1030,69,3556,30,2089,6772,Gordon Benson
537,Casper,Stornes,NOR,45,0:17:20,0:01:18,1:00:40,0:00:29,0:33:12,29,1:52:58,Elite Men,Leeds,1040,78,3640,29,1992,6778,Casper Stornes
538,Andrea,Salvisberg,SUI,4,0:16:53,0:01:11,0:59:38,0:00:31,0:35:06,30,1:53:17,Elite Men,Leeds,1013,71,3578,31,2106,6797,Andrea Salvisberg
539,Danilo,Pimentel,BRA,37,0:17:55,0:01:18,1:00:09,0:00:26,0:33:40,31,1:53:26,Elite Men,Leeds,1075,78,3609,26,2020,6806,Danilo Pimentel
540,Gregory,Barnaby,ITA,42,0:17:47,0:01:09,1:00:23,0:00:25,0:33:49,32,1:53:31,Elite Men,Leeds,1067,69,3623,25,2029,6811,Gregory Barnaby
541,Yuichi,Hosoda,JPN,23,0:17:09,0:01:13,0:59:27,0:00:28,0:35:23,33,1:53:37,Elite Men,Leeds,1029,73,3567,28,2123,6817,Yuichi Hosoda
542,Drew,Box,AUS,21,0:16:38,0:01:10,0:58:36,0:00:25,0:37:04,34,1:53:50,Elite Men,Leeds,998,70,3516,25,2224,6830,Drew Box
543,Simon,De Cuyper,BEL,34,0:18:04,0:01:13,1:00:02,0:00:23,0:34:28,35,1:54:07,Elite Men,Leeds,1084,73,3602,23,2068,6847,Simon De Cuyper
544,David,Luis,POR,47,0:16:43,0:01:06,1:01:07,0:00:26,0:34:52,36,1:54:11,Elite Men,Leeds,1003,66,3667,26,2092,6851,David Luis
545,Marcel,Walkington,AUS,10,0:16:45,0:01:07,1:00:01,0:00:30,0:36:09,37,1:54:30,Elite Men,Leeds,1005,67,3601,30,2169,6870,Marcel Walkington
546,Eli,Hemming,USA,35,0:17:10,0:01:10,0:59:28,0:00:27,0:37:38,38,1:55:50,Elite Men,Leeds,1030,70,3568,27,2258,6950,Eli Hemming
547,Matthias,Steinwandter,ITA,41,0:18:06,0:01:08,1:02:12,0:00:26,0:34:16,39,1:56:06,Elite Men,Leeds,1086,68,3732,26,2056,6966,Matthias Steinwandter
548,Ji Hwan,Kim,KOR,22,0:18:02,0:01:07,1:00:12,0:00:28,0:37:09,40,1:56:57,Elite Men,Leeds,1082,67,3612,28,2229,7017,Ji Hwan Kim
549,Oscar,Coggins,HKG,48,0:17:46,0:01:12,1:00:23,0:00:34,0:37:56,41,1:57:49,Elite Men,Leeds,1066,72,3623,34,2276,7069,Oscar Coggins
550,Henri,Schoeman,RSA,2,0:16:39,0:01:05,0:58:38,0:00:30,0:00:00,DNF,DNF,Elite Men,Leeds,999,65,3518,30,0,0,Henri Schoeman
551,Joao,Pereira,POR,9,0:17:22,0:01:12,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Leeds,1042,72,0,0,0,0,Joao Pereira
552,Raoul,Shaw,FRA,44,0:16:34,0:01:13,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Men,Leeds,994,73,0,0,0,0,Raoul Shaw
553,Grant,Sheldon,GBR,32,0:18:01,0:01:16,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Men,Leeds,1081,76,0,0,0,0,Grant Sheldon
554,Flora,Duffy,BER,9,0:17:53,0:01:12,1:02:27,0:00:28,0:35:04,1,1:57:02,Elite Women,Leeds,1073,72,3747,28,2104,7022,Flora Duffy
555,Taylor,Spivey,USA,16,0:17:55,0:01:10,1:02:29,0:00:29,0:36:32,2,1:58:32,Elite Women,Leeds,1075,70,3749,29,2192,7112,Taylor Spivey
556,Alice,Betto,ITA,17,0:17:52,0:01:12,1:02:29,0:00:28,0:37:37,3,1:59:36,Elite Women,Leeds,1072,72,3749,28,2257,7176,Alice Betto
557,Kirsten,Kasper,USA,1,0:17:53,0:01:12,1:04:58,0:00:26,0:36:06,4,2:00:33,Elite Women,Leeds,1073,72,3898,26,2166,7233,Kirsten Kasper
558,Ai,Ueda,JPN,4,0:19:17,0:01:13,1:04:57,0:00:25,0:35:10,5,2:00:59,Elite Women,Leeds,1157,73,3897,25,2110,7259,Ai Ueda
559,Gillian,Backhouse,AUS,3,0:18:32,0:01:14,1:04:18,0:00:30,0:36:35,7,2:01:06,Elite Women,Leeds,1112,74,3858,30,2195,7266,Gillian Backhouse
560,Jessica,Learmonth,GBR,15,0:17:47,0:01:09,1:05:09,0:00:28,0:36:35,6,2:01:06,Elite Women,Leeds,1067,69,3909,28,2195,7266,Jessica Learmonth
561,Ashleigh,Gentle,AUS,2,0:19:05,0:01:15,1:05:09,0:00:30,0:35:44,8,2:01:40,Elite Women,Leeds,1145,75,3909,30,2144,7300,Ashleigh Gentle
562,Charlotte,McShane,AUS,5,0:19:00,0:01:12,1:05:17,0:00:26,0:35:58,9,2:01:50,Elite Women,Leeds,1140,72,3917,26,2158,7310,Charlotte McShane
563,Juri,Ide,JPN,10,0:17:58,0:01:17,1:04:51,0:00:29,0:37:19,10,2:01:53,Elite Women,Leeds,1078,77,3891,29,2239,7313,Juri Ide
564,Non,Stanford,GBR,14,0:18:45,0:01:14,1:04:06,0:00:31,0:37:23,11,2:01:57,Elite Women,Leeds,1125,74,3846,31,2243,7317,Non Stanford
565,Natalie,Van Coevorden,AUS,12,0:18:01,0:01:14,1:04:51,0:00:31,0:37:38,12,2:02:13,Elite Women,Leeds,1081,74,3891,31,2258,7333,Natalie Van Coevorden
566,Yuka,Sato,JPN,18,0:19:10,0:01:12,1:05:09,0:00:27,0:36:42,13,2:02:38,Elite Women,Leeds,1150,72,3909,27,2202,7358,Yuka Sato
567,Maya,Kingma,NED,36,0:17:48,0:01:15,1:02:28,0:00:32,0:40:46,14,2:02:47,Elite Women,Leeds,1068,75,3748,32,2446,7367,Maya Kingma
568,Yuko,Takahashi,JPN,6,0:18:58,0:01:14,1:05:14,0:00:26,0:37:15,15,2:03:05,Elite Women,Leeds,1138,74,3914,26,2235,7385,Yuko Takahashi
569,Kaidi,Kivioja,EST,31,0:19:17,0:01:13,1:04:58,0:00:26,0:37:42,16,2:03:34,Elite Women,Leeds,1157,73,3898,26,2262,7414,Kaidi Kivioja
570,India,Lee,GBR,21,0:19:03,0:01:14,1:05:12,0:00:28,0:38:10,17,2:04:06,Elite Women,Leeds,1143,74,3912,28,2290,7446,India Lee
571,Aoi,Kuramoto,JPN,23,0:19:06,0:01:13,1:05:10,0:00:31,0:39:10,18,2:05:08,Elite Women,Leeds,1146,73,3910,31,2350,7508,Aoi Kuramoto
572,Simone,Ackermann,RSA,22,0:19:02,0:01:15,1:05:13,0:00:29,0:40:37,19,2:06:34,Elite Women,Leeds,1142,75,3913,29,2437,7594,Simone Ackermann
573,Minami,Kubono,JPN,27,0:19:06,0:01:14,1:05:10,0:00:29,0:41:16,20,2:07:14,Elite Women,Leeds,1146,74,3910,29,2476,7634,Minami Kubono
574,Melanie,Santos,POR,34,0:18:33,0:01:18,1:06:20,0:00:53,0:41:20,21,2:08:23,Elite Women,Leeds,1113,78,3980,53,2480,7703,Melanie Santos
575,Taylor,Knibb,USA,29,0:18:18,0:01:28,1:05:26,0:00:33,0:00:00,DNF,DNF,Elite Women,Leeds,1098,88,3926,33,0,0,Taylor Knibb
576,Gillian,Sanders,RSA,11,0:19:14,0:01:11,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Leeds,1154,71,0,0,0,0,Gillian Sanders
577,Annamaria,Mazzetti,ITA,28,0:19:15,0:01:15,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Leeds,1155,75,0,0,0,0,Annamaria Mazzetti
578,Tamsyn,Moana-Veale,AUS,25,0:19:14,0:01:10,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Leeds,1154,70,0,0,0,0,Tamsyn Moana-Veale
579,Renee,Tomlin,USA,8,0:19:13,0:01:13,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Leeds,1153,73,0,0,0,0,Renee Tomlin
580,Michelle,Flipo,ITU,30,0:19:03,0:01:15,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Leeds,1143,75,0,0,0,0,Michelle Flipo
581,Yurie,Matsuda,JPN,20,0:19:07,0:01:15,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Leeds,1147,75,0,0,0,0,Yurie Matsuda
582,Cecilia,Perez,MEX,24,0:19:09,0:01:19,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Leeds,1149,79,0,0,0,0,Cecilia Perez
583,Sena,Takahashi,JPN,32,0:20:23,0:01:28,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Leeds,1223,88,0,0,0,0,Sena Takahashi
584,Summer,Cook,USA,7,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,DNS,DNS,Elite Women,Leeds,0,0,0,0,0,0,Summer Cook
585,Georgia,Taylor-Brown,GBR,33,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,DNS,DNS,Elite Women,Leeds,0,0,0,0,0,0,Georgia Taylor-Brown
586,Thierry,Angevin,FRA,,,,,,,,,NF Medicals,Leeds,0,0,0,0,0,0,Thierry Angevin
587,Emma,Deakin,GBR,,,,,,,,,NF Medicals,Leeds,0,0,0,0,0,0,Emma Deakin
588,Dean,Sullivan,AUS,,,,,,,,,NF Medicals,Leeds,0,0,0,0,0,0,Dean Sullivan
589,Victor,Carapelho,USA,,,,,,,,,NF Medicals,Leeds,0,0,0,0,0,0,Victor Carapelho
590,Javier,Gomez Noya,ESP,3,0:17:06,0:00:54,0:58:24,0:00:31,0:30:56,1,1:47:50,Elite Men,Montreal,1026,54,3504,31,1856,6470,Javier Gomez Noya
591,Kristian,Blummenfelt,NOR,6,0:17:07,0:00:57,0:58:19,0:00:28,0:31:16,2,1:48:05,Elite Men,Montreal,1027,57,3499,28,1876,6485,Kristian Blummenfelt
592,Richard,Murray,RSA,4,0:17:54,0:00:55,0:58:32,0:00:32,0:30:51,3,1:48:42,Elite Men,Montreal,1074,55,3512,32,1851,6522,Richard Murray
593,Jonathan,Brownlee,GBR,7,0:16:52,0:00:58,0:58:34,0:00:32,0:32:10,4,1:49:04,Elite Men,Montreal,1012,58,3514,32,1930,6544,Jonathan Brownlee
594,Raphael,Montoya,FRA,12,0:17:00,0:00:59,0:59:21,0:00:33,0:31:19,5,1:49:11,Elite Men,Montreal,1020,59,3561,33,1879,6551,Raphael Montoya
595,Jelle,Geens,BEL,34,0:17:26,0:00:56,0:59:00,0:00:30,0:31:21,6,1:49:11,Elite Men,Montreal,1046,56,3540,30,1881,6551,Jelle Geens
596,Simon,Viain,FRA,31,0:17:49,0:01:00,0:58:34,0:00:31,0:31:32,7,1:49:24,Elite Men,Montreal,1069,60,3514,31,1892,6564,Simon Viain
597,Ryan,Sissons,NZL,9,0:17:42,0:00:57,0:58:44,0:00:31,0:31:36,8,1:49:29,Elite Men,Montreal,1062,57,3524,31,1896,6569,Ryan Sissons
598,Pierre,Le Corre,FRA,11,0:16:59,0:00:59,0:59:26,0:00:29,0:31:42,9,1:49:33,Elite Men,Montreal,1019,59,3566,29,1902,6573,Pierre Le Corre
599,Vicente,Hernandez,ESP,8,0:17:32,0:00:59,0:58:51,0:00:31,0:31:46,10,1:49:37,Elite Men,Montreal,1052,59,3531,31,1906,6577,Vicente Hernandez
600,Crisanto,Grajales,MEX,15,0:17:51,0:01:01,0:58:34,0:00:32,0:31:45,11,1:49:40,Elite Men,Montreal,1071,61,3514,32,1905,6580,Crisanto Grajales
